Conc1	3E-06	
Start1	480.02	
Stop1	5779.82	
Kobs	1.85483089300123E-05	
Error Kobs	2.44549574264042E-07	
Koff	0	
Error Koff	0	
Time1	Data1	Fit1	
598.62	0.39403311	0.3933369	
598.82	0.39387295	0.39333735	
599.02	0.39447843	0.39333778	
599.22	0.39504631	0.39333821	
599.42	0.3953244	0.39333863	
599.62	0.39540003	0.39333905	
599.82	0.3955341	0.39333946	
600.02	0.39627027	0.39333986	
600.22	0.39661014	0.39334026	
600.42	0.39663504	0.39334065	
600.62	0.39721855	0.39334103	
600.82	0.39721877	0.39334141	
601.02	0.39734947	0.39334178	
601.22	0.39745052	0.39334214	
601.42	0.39755597	0.3933425	
601.62	0.39758109	0.39334285	
601.82	0.39693765	0.3933432	
602.02	0.39696618	0.39334354	
602.22	0.39680572	0.39334388	
602.42	0.39722959	0.39334421	
602.62	0.39751513	0.39334454	
602.82	0.39770196	0.39334486	
603.02	0.39876701	0.39334517	
603.22	0.39878663	0.39334549	
603.42	0.39842301	0.39334579	
603.62	0.39773317	0.39334609	
603.82	0.39775897	0.39334639	
604.02	0.39752192	0.39334668	
604.22	0.39753742	0.39334697	
604.42	0.39757775	0.39334725	
604.62	0.39788319	0.39334753	
604.82	0.39774957	0.3933478	
605.02	0.39754506	0.39334807	
605.22	0.39683395	0.39334833	
605.42	0.39628245	0.39334859	
605.62	0.39638997	0.39334885	
605.82	0.39511684	0.3933491	
606.02	0.39476916	0.39334935	
606.22	0.39429847	0.39334959	
606.42	0.39510225	0.39334983	
606.62	0.39555372	0.39335007	
606.82	0.39591224	0.3933503	
607.02	0.3962538	0.39335053	
607.22	0.3967258	0.39335075	
607.42	0.39685414	0.39335097	
607.62	0.39708361	0.39335119	
607.82	0.3975218	0.39335141	
608.02	0.39808262	0.39335162	
608.22	0.39911207	0.39335183	
608.42	0.39912504	0.39335203	
608.62	0.39961659	0.39335223	
608.82	0.39953427	0.39335243	
609.02	0.39951406	0.39335262	
609.22	0.39974692	0.39335281	
609.42	0.39988254	0.393353	
609.62	0.39958837	0.39335319	
609.82	0.39869694	0.39335337	
610.02	0.3982054	0.39335355	
610.22	0.39843651	0.39335373	
610.42	0.39940021	0.3933539	
610.62	0.39939828	0.39335407	
610.82	0.39921025	0.39335424	
611.02	0.39955865	0.39335441	
611.22	0.40024556	0.39335457	
611.42	0.40018745	0.39335473	
611.62	0.40060978	0.39335489	
611.82	0.40059383	0.39335504	
612.02	0.40109459	0.3933552	
612.22	0.40134694	0.39335535	
612.42	0.40159393	0.39335549	
612.62	0.40184828	0.39335564	
612.82	0.40168267	0.39335578	
613.02	0.40171496	0.39335592	
613.22	0.40139261	0.39335606	
613.42	0.40131491	0.3933562	
613.62	0.40099063	0.39335633	
613.82	0.40036168	0.39335647	
614.02	0.40011096	0.3933566	
614.22	0.40040287	0.39335672	
614.42	0.40007573	0.39335685	
614.62	0.39970589	0.39335697	
614.82	0.3996461	0.3933571	
615.02	0.39987274	0.39335722	
615.22	0.39945751	0.39335733	
615.42	0.39948504	0.39335745	
615.62	0.39960457	0.39335756	
615.82	0.40009924	0.39335768	
616.02	0.40084834	0.39335779	
616.22	0.40106805	0.3933579	
616.42	0.40146189	0.393358	
616.62	0.40184813	0.39335811	
616.82	0.40203768	0.39335821	
617.02	0.40231159	0.39335831	
617.22	0.4026702	0.39335842	
617.42	0.40341745	0.39335851	
617.62	0.40311628	0.39335861	
617.82	0.40325959	0.39335871	
618.02	0.40391539	0.3933588	
618.22	0.40390366	0.39335889	
618.42	0.40369283	0.39335899	
618.62	0.40358975	0.39335908	
618.82	0.40377461	0.39335916	
619.02	0.40407849	0.39335925	
619.22	0.40391414	0.39335934	
619.42	0.40412722	0.39335942	
619.62	0.40365348	0.3933595	
619.82	0.40411371	0.39335958	
620.02	0.40357634	0.39335966	
620.22	0.4035564	0.39335974	
620.42	0.40400206	0.39335982	
620.62	0.403928	0.3933599	
620.82	0.40404076	0.39335997	
621.02	0.40432771	0.39336005	
621.22	0.40446221	0.39336012	
621.42	0.40475974	0.39336019	
621.62	0.40502235	0.39336026	
621.82	0.40500419	0.39336033	
622.02	0.40468614	0.3933604	
622.22	0.40460098	0.39336047	
622.42	0.40426459	0.39336053	
622.62	0.40423545	0.3933606	
622.82	0.40475699	0.39336066	
623.02	0.40494579	0.39336072	
623.22	0.40490102	0.39336079	
623.42	0.40488271	0.39336085	
623.62	0.40423224	0.39336091	
623.82	0.40477902	0.39336097	
624.02	0.40445101	0.39336102	
624.22	0.40479221	0.39336108	
624.42	0.4050417	0.39336114	
624.62	0.4051317	0.39336119	
624.82	0.40581601	0.39336125	
625.02	0.40611951	0.3933613	
625.22	0.40654004	0.39336135	
625.42	0.4070217	0.39336141	
625.62	0.40747664	0.39336146	
625.82	0.40674689	0.39336151	
626.02	0.40701638	0.39336156	
626.22	0.40693237	0.39336161	
626.42	0.40674861	0.39336165	
626.62	0.40720504	0.3933617	
626.82	0.40751589	0.39336175	
627.02	0.40786171	0.39336179	
627.22	0.40809653	0.39336184	
627.42	0.4078563	0.39336188	
627.62	0.40759685	0.39336192	
627.82	0.4080559	0.39336197	
628.02	0.40736863	0.39336201	
628.22	0.40751648	0.39336205	
628.42	0.40798194	0.39336209	
628.62	0.40827733	0.39336213	
628.82	0.40811496	0.39336217	
629.02	0.40798523	0.39336221	
629.22	0.40792501	0.39336225	
629.42	0.40846401	0.39336229	
629.62	0.40880783	0.39336232	
629.82	0.40846671	0.39336236	
630.02	0.40880136	0.39336239	
630.22	0.4089816	0.39336243	
630.42	0.40881434	0.39336246	
630.62	0.40893405	0.3933625	
630.82	0.40916656	0.39336253	
631.02	0.40950505	0.39336257	
631.22	0.40952932	0.3933626	
631.42	0.40966223	0.39336263	
631.62	0.40973778	0.39336266	
631.82	0.40980796	0.39336269	
632.02	0.40958071	0.39336272	
632.22	0.41035746	0.39336275	
632.42	0.41051851	0.39336278	
632.62	0.4106707	0.39336281	
