	Sensor	Step Name	Step Type	Time (sec)	Binding (nm)	subtracted
17911	H1	Association	ASSOC	765.489	0.08666433	-0.5956283597871789
17912	H1	Association	ASSOC	765.98804	0.0845957	-0.598459505908204
17913	H1	Association	ASSOC	766.48706	0.08601828	-0.6008780314251908
17914	H1	Association	ASSOC	766.986	0.08273313	-0.6011203615591058
17915	H1	Association	ASSOC	767.48505	0.08588043	-0.597736732535077
17916	H1	Association	ASSOC	767.98505	0.08626142	-0.5978585048243531
17917	H1	Association	ASSOC	768.484	0.08589003	-0.5998392789289483
17918	H1	Association	ASSOC	768.98303	0.08752588	-0.5989779322072991
17919	H1	Association	ASSOC	769.48206	0.08444855	-0.5981832830831536
17920	H1	Association	ASSOC	769.981	0.08494253	-0.6017030863687524
17921	H1	Association	ASSOC	770.48004	0.086775504	-0.5998746989891061
17922	H1	Association	ASSOC	770.995	0.08397105	-0.5990038080737122
17923	H1	Association	ASSOC	771.495	0.085460864	-0.601760709159089
17924	H1	Association	ASSOC	771.994	0.08629916	-0.5980628817007073
17925	H1	Association	ASSOC	772.49304	0.08682509	-0.5981622053906449
17926	H1	Association	ASSOC	772.99207	0.08855016	-0.5961846499368676
17927	H1	Association	ASSOC	773.491	0.08906855	-0.5975631191060075
17928	H1	Association	ASSOC	773.991	0.08721508	-0.5999903990551957
17929	H1	Association	ASSOC	774.49	0.084910214	-0.5989370806738862
17930	H1	Association	ASSOC	774.989	0.085252084	-0.6006440012380608
17931	H1	Association	ASSOC	775.48804	0.08775123	-0.5989883183166512
17932	H1	Association	ASSOC	775.98706	0.08719726	-0.596969874076558
17933	H1	Association	ASSOC	776.48706	0.08627505	-0.5989550738260278
17934	H1	Association	ASSOC	776.986	0.084188454	-0.6011760173961648
17935	H1	Association	ASSOC	777.48505	0.085104115	-0.598320761196328
17936	H1	Association	ASSOC	777.984	0.08792227	-0.5998305617496499
17937	H1	Association	ASSOC	778.48303	0.085003234	-0.6008396236822137
17938	H1	Association	ASSOC	778.98303	0.08613172	-0.6016023917719849
17939	H1	Association	ASSOC	779.48206	0.08434691	-0.6016377447769173
17940	H1	Association	ASSOC	779.981	0.085877545	-0.6034096865579613
17941	H1	Association	ASSOC	780.49603	0.08689691	-0.597442240886403
17942	H1	Association	ASSOC	780.995	0.085659325	-0.6016517146155366
17943	H1	Association	ASSOC	781.494	0.08695611	-0.598823146395398
17944	H1	Association	ASSOC	781.99304	0.085050166	-0.6028832061812409
17945	H1	Association	ASSOC	782.49304	0.0838505	-0.6023582084700593
17946	H1	Association	ASSOC	782.99207	0.08882456	-0.6002408205196389
17947	H1	Association	ASSOC	783.491	0.08408636	-0.6019176705405244
17948	H1	Association	ASSOC	783.99	0.08499249	-0.6007052301094064
17949	H1	Association	ASSOC	784.489	0.08683234	-0.5992143689319619
17950	H1	Association	ASSOC	784.98804	0.08741918	-0.5997813506648072
17951	H1	Association	ASSOC	785.48804	0.087004595	-0.6025766073390969
17952	H1	Association	ASSOC	785.98706	0.086892694	-0.6016658707186707
17953	H1	Association	ASSOC	786.486	0.08749692	-0.5989444269463547
17954	H1	Association	ASSOC	786.98505	0.08725493	-0.6038738502785691
17955	H1	Association	ASSOC	787.484	0.08527507	-0.6015906645581254
17956	H1	Association	ASSOC	787.984	0.08686622	-0.602363610140992
17957	H1	Association	ASSOC	788.48303	0.08315386	-0.6042636944577225
17958	H1	Association	ASSOC	788.98206	0.08717662	-0.602528379730893
17959	H1	Association	ASSOC	789.481	0.08452027	-0.6055028377696999
17960	H1	Association	ASSOC	789.99603	0.08363969	-0.6065220622941979
17961	H1	Association	ASSOC	790.48004	0.0891414	-0.5973336859271058
17962	H1	Association	ASSOC	790.994	0.086830296	-0.6015508859083184
17963	H1	Association	ASSOC	791.494	0.08395195	-0.6073292358443269
17964	H1	Association	ASSOC	791.99304	0.08797102	-0.6003921045586594
17965	H1	Association	ASSOC	792.49207	0.08644788	-0.5998229398056992
17966	H1	Association	ASSOC	792.991	0.086591125	-0.6046880944296845
17967	H1	Association	ASSOC	793.49	0.086427905	-0.603939065210534
17968	H1	Association	ASSOC	793.99	0.084164664	-0.6040785326287278
17969	H1	Association	ASSOC	794.489	0.08604379	-0.602129192523671
17970	H1	Association	ASSOC	794.98804	0.08556291	-0.6033270000144967
17971	H1	Association	ASSOC	795.50305	0.08962252	-0.6021338342353829
17972	H1	Association	ASSOC	795.986	0.08329713	-0.607958660893155
17973	H1	Association	ASSOC	796.486	0.08778169	-0.6003163694068917
17974	H1	Association	ASSOC	796.98505	0.08751722	-0.6033179475590714
17975	H1	Association	ASSOC	797.484	0.08715931	-0.6022272198125848
17976	H1	Association	ASSOC	797.98303	0.0852875	-0.6038053049370774
17977	H1	Association	ASSOC	798.48206	0.08528675	-0.6064119650647172
17978	H1	Association	ASSOC	798.98206	0.08472454	-0.6056131659671792
17979	H1	Association	ASSOC	799.49603	0.08611197	-0.6030511646196374
17980	H1	Association	ASSOC	799.99603	0.0850088	-0.6034187539145478
